2026.05.19 - 12.39.46

creationTime:Wed Apr 01 00:00:00 UTC 2026-Wed Apr 01 23:59:59 UTC 2026 ,messageType:FPL 
Direction	 Temps de Création	 Prio	 FamilyId	 Destinataires	 First Recipient Address	 FilTim	 Origine	 Circuit	 EMID	 IMID	 Incomplete Pathname	 IPM Identificateur	 Type	 First Reported Recipient	 Code du Motif	 Code de Diagnostic	 Texte
Output	 2026-04-01 02:11:03.626	 FF	 341.1775009463.11	 [GQNNFDPB]	 GQNNFDPB	 010210	 DRRRFDPB	 AMH	 /PRMD=DR/ADMD=ICAO/C=XX/;MTCU-DRRR-1-20260401021103Z-0011:previd=341.1775009463.11	 341.1775009463.11	 	  	 FPL	   	   	   	   
Input	 2026-04-01 02:11:03.676	 FF	 341.1775009463.12	 [GQNNZQZX]	 GQNNZQZX	 010210	 DRRRFDPB	  	 LST3578	 341.1775009463.12	 	  	 FPL	   	   	   	 (FPL-DTA650/A5316-IS-B77W/H-SDE1FGHIJ1J5M1RWY/LD1-FNBJ2250-N0490F360 VBJ DCT VNA UA400 GAPAK AMSOM/N0488F380 OG UR866 BULIS UM372 MAK UR722 MARJA DCT AMSEL DCT IXOLI DCT VATZI-LPPT0732 LPPR-PBN/B1C1D1O1S1 DOF/260331 REG/D2TEK EET/DGAC0134 DRRR0310 SEL/GHJR CODE/0900F1 OPR/TAAG ANGOLA AIRLINES RALT/DXXX GMAD)
Output	 2026-04-01 02:11:03.69	 FF	 341.1775009463.12	 [GQNNZQZX]	 GQNNZQZX	 010210	 DRRRFDPB	 AMH	 /PRMD=DR/ADMD=ICAO/C=XX/;MTCU-DRRR-1-20260401021103Z-0012:previd=341.1775009463.12	 341.1775009463.12	 	  	 FPL	   	   	   	   
Input	 2026-04-01 02:11:03.728	 FF	 341.1775009463.13	 [GQNNZIZX]	 GQNNZIZX	 010210	 DRRRFDPB	  	 LST3579	 341.1775009463.13	 	  	 FPL	   	   	   	 (FPL-DTA650/A5316-IS-B77W/H-SDE1FGHIJ1J5M1RWY/LD1-FNBJ2250-N0490F360 VBJ DCT VNA UA400 GAPAK AMSOM/N0488F380 OG UR866 BULIS UM372 MAK UR722 MARJA DCT AMSEL DCT IXOLI DCT VATZI-LPPT0732 LPPR-PBN/B1C1D1O1S1 DOF/260331 REG/D2TEK EET/DGAC0134 DRRR0310 SEL/GHJR CODE/0900F1 OPR/TAAG ANGOLA AIRLINES RALT/DXXX GMAD)
Output	 2026-04-01 02:11:03.744	 FF	 341.1775009463.13	 [GQNNZIZX]	 GQNNZIZX	 010210	 DRRRFDPB	 AMH	 /PRMD=DR/ADMD=ICAO/C=XX/;MTCU-DRRR-1-20260401021103Z-0013:previd=341.1775009463.13	 341.1775009463.13	 	  	 FPL	   	   	   	   
Input	 2026-04-01 02:11:19.839	 FF	 ANA0300	 [DNAAYAYX  DNAAZPZX  DNAAZTZX  DNENZTZX  DNKKZQZX  DNLLYHYD  DNLLYRYX  DNMMZTZX  DNPOZTZX]	 DNAAYAYX	 010211	 LKPRAXEN	  	 ANA0300	 349.1775009479.1	 	  	 FPL	   	   	   	 (FPL-APK7121-IS-B738/M-SDFGHIJ1RWXYZ/LB1-DNAA0730-N0431F280 ABC DCT VONUK UH340 LAG-DNMM0058 DNPO DNEN-PBN/A1B1D1O2S2 NAV/RNP2 COM/TCAS 7.1 DOF/260401 REG/OMJEX CODE/505D58 OPR/AXE RMK/AXE OCC 00421907737310)
Output	 2026-04-01 02:11:19.851	 FF	 ANA0300	 [DNLLYHYD  DNLLYRYX  DNMMZTZX]	 DNLLYHYD	 010211	 LKPRAXEN	 LAGOS	 ALR495	 349.1775009479.1	 	  	 FPL	   	   	   	   
Output	 2026-04-01 02:11:21.105	 FF	 ANA0300	 [DNAAYAYX  DNAAZPZX  DNAAZTZX  DNENZTZX  DNKKZQZX  DNPOZTZX]	 DNAAYAYX	 010211	 LKPRAXEN	 KANO	 NKA357	 349.1775009479.1	 	  	 FPL	   	   	   	   
Input	 2026-04-01 02:13:20.212	 FF	 ANA0301	 [DNAAYAYX  DNAAZPZX  DNAAZTZX  DNKKZQZX  DNLLYHYD  DNLLYRYX  DNMMZTZX  DNPOZTZX]	 DNAAYAYX	 010213	 LKPRAXEN	  	 ANA0301	 349.1775009600.3	 	  	 FPL	   	   	   	 (FPL-APK7123-IS-B738/M-SDFGHIJ1RWXYZ/LB1-DNAA1135-N0431F280 ABC DCT VONUK UH340 LAG-DNMM0057 DNPO DNAA-PBN/A1B1D1O2S2 NAV/RNP2 COM/TCAS 7.1 DOF/260401 REG/OMJEX CODE/505D58 OPR/AXE RMK/AXE OCC 00421907737310)
Output	 2026-04-01 02:13:20.219	 FF	 ANA0301	 [DNAAYAYX  DNAAZPZX  DNAAZTZX  DNKKZQZX  DNPOZTZX]	 DNAAYAYX	 010213	 LKPRAXEN	 KANO	 NKA361	 349.1775009600.3	 	  	 FPL	   	   	   	   
Output	 2026-04-01 02:13:20.22	 FF	 ANA0301	 [DNLLYHYD  DNLLYRYX  DNMMZTZX]	 DNLLYHYD	 010213	 LKPRAXEN	 LAGOS	 ALR497	 349.1775009600.3	 	  	 FPL	   	   	   	   
Input	 2026-04-01 02:16:22.686	 FF	 ANA0303	 [DNAAYAYX  DNAAZTZX  DNENZTZX  DNKKZQZX  DNLLYHYD  DNLLYRYX  DNMMZPZX  DNMMZTZX]	 DNAAYAYX	 010216	 LKPRAXEN	  	 ANA0303	 349.1775009782.16	 	  	 FPL	   	   	   	 (FPL-APK7122-IS-B738/M-SDFGHIJ1RWXYZ/LB1-DNMM0935-N0437F290 LAG UR778 KELIG UW951 MESES DCT ABC-DNAA0057 DNEN DNMM-PBN/A1B1D1O2S2 NAV/RNP2 COM/TCAS 7.1 DOF/260401 REG/OMJEX CODE/505D58 OPR/AXE RMK/AXE OCC 00421907737310)
Output	 2026-04-01 02:16:22.697	 FF	 ANA0303	 [DNAAYAYX  DNAAZTZX  DNENZTZX  DNKKZQZX]	 DNAAYAYX	 010216	 LKPRAXEN	 KANO	 NKA375	 349.1775009782.16	 	  	 FPL	   	   	   	   
Output	 2026-04-01 02:16:22.698	 FF	 ANA0303	 [DNLLYHYD  DNLLYRYX  DNMMZPZX  DNMMZTZX]	 DNLLYHYD	 010216	 LKPRAXEN	 LAGOS	 ALR512	 349.1775009782.16	 	  	 FPL	   	   	   	   
Input	 2026-04-01 02:16:55.666	 FF	 341.1775009815.21	 [DXXXZQZX]	 DXXXZQZX	 010216	 DRRRFDPB	  	 LST3586	 341.1775009815.21	 	  	 FPL	   	   	   	 (FPL-RAM263M/A5344-IS-B738/M-SDE1E3FGHIJ1RWXYZ/LB1-GMMN2340-N0454F350 FOBAC UR722 MABAP DCT BULIS/N0451F370 UR981 POTOL 1915N00243W BATIA DCT TENTU/N0461F370 DCT ARDEX DCT NAPAP NAPAP1D-FGSL0438 FKKD-PBN/A1B1B2C1D1O1S1S2 DAT/V H DOF/260331 REG/CNROB EET/DRRR0153 SEL/BFAG CODE/02005A RVR/200 OPR/RAM ORGN/EDDFRAMX PER/D RALT/GMML DFFD RMK/TCAS 7.1)
Output	 2026-04-01 02:16:55.691	 FF	 341.1775009815.21	 [DXXXZQZX]	 DXXXZQZX	 010216	 DRRRFDPB	 AMH	 /PRMD=DR/ADMD=ICAO/C=XX/;MTCU-DRRR-1-20260401021655Z-0027:previd=341.1775009815.21	 341.1775009815.21	 	  	 FPL	   	   	   	   
Input	 2026-04-01 02:16:55.738	 FF	 341.1775009815.22	 [DXXXFDPA]	 DXXXFDPA	 010216	 DRRRFDPB	  	 LST3587	 341.1775009815.22	 	  	 FPL	   	   	   	 (FPL-RAM263M/A5344-IS-B738/M-SDE1E3FGHIJ1RWXYZ/LB1-GMMN2340-N0454F350 FOBAC UR722 MABAP DCT BULIS/N0451F370 UR981 POTOL 1915N00243W BATIA DCT TENTU/N0461F370 DCT ARDEX DCT NAPAP NAPAP1D-FGSL0438 FKKD-PBN/A1B1B2C1D1O1S1S2 DAT/V H DOF/260331 REG/CNROB EET/DRRR0153 SEL/BFAG CODE/02005A RVR/200 OPR/RAM ORGN/EDDFRAMX PER/D RALT/GMML DFFD RMK/TCAS 7.1)
Output	 2026-04-01 02:16:55.755	 FF	 341.1775009815.22	 [DXXXFDPA]	 DXXXFDPA	 010216	 DRRRFDPB	 AMH	 /PRMD=DR/ADMD=ICAO/C=XX/;MTCU-DRRR-1-20260401021655Z-0028:previd=341.1775009815.22	 341.1775009815.22	 	  	 FPL	   	   	   	   
Input	 2026-04-01 02:17:06.172	 FF	 341.1775009826.25	 [DXXXZQZX]	 DXXXZQZX	 010217	 DRRRFDPB	  	 LST3590	 341.1775009826.25	 	  	 FPL	   	   	   	 (FPL-RAM555/A5302-IS-B789/H-SDE1E3FGHIJ1J2J4J5LM1P2RWXYZ/LB2D1-GMMN0010-N0485F370 FOBAC UR722 MABAP DCT BULIS/N0483F390 UR981 POTOL/N0494F370 UR981 BAKAB/N0489F390 UM629 BATIA DCT TENTU/N0490F390 UR981 ILKEL ILKEL1N-DNMM0341 DBBB-PBN/A1B1C1D1L1O1S1S2 DAT/1FANSER SUR/RSP180 260B CANMANDATE DOF/260401 REG/CNRGX EET/DRRR0145 DGAC0304 DNKK0322 SEL/BKFP CODE/02013D RVR/200 OPR/RAM ORGN/EDDFRAMX PER/D RALT/GMAD DFFD RMK/TCAS 7.1)
Output	 2026-04-01 02:17:06.198	 FF	 341.1775009826.25	 [DXXXZQZX]	 DXXXZQZX	 010217	 DRRRFDPB	 AMH	 /PRMD=DR/ADMD=ICAO/C=XX/;MTCU-DRRR-1-20260401021706Z-0031:previd=341.1775009826.25	 341.1775009826.25	 	  	 FPL	   	   	   	   
Input	 2026-04-01 02:17:06.238	 FF	 341.1775009826.26	 [DXXXFDPA]	 DXXXFDPA	 010217	 DRRRFDPB	  	 LST3591	 341.1775009826.26	 	  	 FPL	   	   	   	 (FPL-RAM555/A5302-IS-B789/H-SDE1E3FGHIJ1J2J4J5LM1P2RWXYZ/LB2D1-GMMN0010-N0485F370 FOBAC UR722 MABAP DCT BULIS/N0483F390 UR981 POTOL/N0494F370 UR981 BAKAB/N0489F390 UM629 BATIA DCT TENTU/N0490F390 UR981 ILKEL ILKEL1N-DNMM0341 DBBB-PBN/A1B1C1D1L1O1S1S2 DAT/1FANSER SUR/RSP180 260B CANMANDATE DOF/260401 REG/CNRGX EET/DRRR0145 DGAC0304 DNKK0322 SEL/BKFP CODE/02013D RVR/200 OPR/RAM ORGN/EDDFRAMX PER/D RALT/GMAD DFFD RMK/TCAS 7.1)
Output	 2026-04-01 02:17:06.254	 FF	 341.1775009826.26	 [DXXXFDPA]	 DXXXFDPA	 010217	 DRRRFDPB	 AMH	 /PRMD=DR/ADMD=ICAO/C=XX/;MTCU-DRRR-1-20260401021706Z-0032:previd=341.1775009826.26	 341.1775009826.26	 	  	 FPL	   	   	   	   
Input	 2026-04-01 02:19:01.607	 FF	 341.1775009941.30	 [GQNNFDPA]	 GQNNFDPA	 010219	 DRRRFDPB	  	 LST3595	 341.1775009941.30	 	  	 FPL	   	   	   	 (FPL-RAM546P/A5340-IS-B738/M-SDE1E3FGHIJ1RWXYZ/LB1-DRRN0149-N0451F400 DCT NY UR981 TISEN/N0452F380 UR981 BULIS/N0445F400 UR977 ADM UG850 MAK UB11 MABAP UR722 FOBAC FOBAC1A-GMMN0330 GMMX-PBN/A1B1B2C1D1O1S1S2 DAT/V H DOF/260401 REG/CNROU SEL/CMFQ CODE/020095 RVR/200 OPR/RAM PER/D RALT/DFFD GMML GMAD TALT/DFFD RMK/TCAS 7.1)
Output	 2026-04-01 02:19:01.635	 FF	 341.1775009941.30	 [GQNNFDPA]	 GQNNFDPA	 010219	 DRRRFDPB	 AMH	 /PRMD=DR/ADMD=ICAO/C=XX/;MTCU-DRRR-1-20260401021901Z-0036:previd=341.1775009941.30	 341.1775009941.30	 	  	 FPL	   	   	   	   
Input	 2026-04-01 02:19:01.678	 FF	 341.1775009941.31	 [GQNNFDPB]	 GQNNFDPB	 010219	 DRRRFDPB	  	 LST3596	 341.1775009941.31	 	  	 FPL	   	   	   	 (FPL-RAM546P/A5340-IS-B738/M-SDE1E3FGHIJ1RWXYZ/LB1-DRRN0149-N0451F400 DCT NY UR981 TISEN/N0452F380 UR981 BULIS/N0445F400 UR977 ADM UG850 MAK UB11 MABAP UR722 FOBAC FOBAC1A-GMMN0330 GMMX-PBN/A1B1B2C1D1O1S1S2 DAT/V H DOF/260401 REG/CNROU SEL/CMFQ CODE/020095 RVR/200 OPR/RAM PER/D RALT/DFFD GMML GMAD TALT/DFFD RMK/TCAS 7.1)
Output	 2026-04-01 02:19:01.694	 FF	 341.1775009941.31	 [GQNNFDPB]	 GQNNFDPB	 010219	 DRRRFDPB	 AMH	 /PRMD=DR/ADMD=ICAO/C=XX/;MTCU-DRRR-1-20260401021901Z-0037:previd=341.1775009941.31	 341.1775009941.31	 	  	 FPL	   	   	   	   
Input	 2026-04-01 02:19:01.746	 FF	 341.1775009941.32	 [GQNNZQZX]	 GQNNZQZX	 010219	 DRRRFDPB	  	 LST3597	 341.1775009941.32	 	  	 FPL	   	   	   	 (FPL-RAM546P/A5340-IS-B738/M-SDE1E3FGHIJ1RWXYZ/LB1-DRRN0149-N0451F400 DCT NY UR981 TISEN/N0452F380 UR981 BULIS/N0445F400 UR977 ADM UG850 MAK UB11 MABAP UR722 FOBAC FOBAC1A-GMMN0330 GMMX-PBN/A1B1B2C1D1O1S1S2 DAT/V H DOF/260401 REG/CNROU SEL/CMFQ CODE/020095 RVR/200 OPR/RAM PER/D RALT/DFFD GMML GMAD TALT/DFFD RMK/TCAS 7.1)
Output	 2026-04-01 02:19:01.763	 FF	 341.1775009941.32	 [GQNNZQZX]	 GQNNZQZX	 010219	 DRRRFDPB	 AMH	 /PRMD=DR/ADMD=ICAO/C=XX/;MTCU-DRRR-1-20260401021901Z-0038:previd=341.1775009941.32	 341.1775009941.32	 	  	 FPL	   	   	   	   
Input	 2026-04-01 02:19:01.804	 FF	 341.1775009941.33	 [GQNNZIZX]	 GQNNZIZX	 010219	 DRRRFDPB	  	 LST3598	 341.1775009941.33	 	  	 FPL	   	   	   	 (FPL-RAM546P/A5340-IS-B738/M-SDE1E3FGHIJ1RWXYZ/LB1-DRRN0149-N0451F400 DCT NY UR981 TISEN/N0452F380 UR981 BULIS/N0445F400 UR977 ADM UG850 MAK UB11 MABAP UR722 FOBAC FOBAC1A-GMMN0330 GMMX-PBN/A1B1B2C1D1O1S1S2 DAT/V H DOF/260401 REG/CNROU SEL/CMFQ CODE/020095 RVR/200 OPR/RAM PER/D RALT/DFFD GMML GMAD TALT/DFFD RMK/TCAS 7.1)
Output	 2026-04-01 02:19:01.82	 FF	 341.1775009941.33	 [GQNNZIZX]	 GQNNZIZX	 010219	 DRRRFDPB	 AMH	 /PRMD=DR/ADMD=ICAO/C=XX/;MTCU-DRRR-1-20260401021901Z-0039:previd=341.1775009941.33	 341.1775009941.33	 	  	 FPL	   	   	   	   
Input	 2026-04-01 02:19:17.491	 FF	 341.1775009957.35	 [GQNNFDPA]	 GQNNFDPA	 010219	 DRRRFDPB	  	 LST3600	 341.1775009957.35	 	  	 FPL	   	   	   	 (FPL-DTA650/A5316-IS-B77W/H-SDE1FGHIJ1J5M1RWY/LD1-FNBJ2250-N0490F360 VBJ DCT VNA UA400 GAPAK AMSOM/N0488F380 OG UR866 BULIS UM372 MAK UR722 MARJA DCT AMSEL DCT IXOLI DCT VATZI-LPPT0732 LPPR-PBN/B1C1D1O1S1 DOF/260331 REG/D2TEK EET/DGAC0134 DRRR0310 SEL/GHJR CODE/0900F1 OPR/TAAG ANGOLA AIRLINES RALT/DXXX GMAD)
Output	 2026-04-01 02:19:17.51	 FF	 341.1775009957.35	 [GQNNFDPA]	 GQNNFDPA	 010219	 DRRRFDPB	 AMH	 /PRMD=DR/ADMD=ICAO/C=XX/;MTCU-DRRR-1-20260401021917Z-0041:previd=341.1775009957.35	 341.1775009957.35	 	  	 FPL	   	   	   	   
Input	 2026-04-01 02:19:17.56	 FF	 341.1775009957.36	 [GQNNFDPB]	 GQNNFDPB	 010219	 DRRRFDPB	  	 LST3601	 341.1775009957.36	 	  	 FPL	   	   	   	 (FPL-DTA650/A5316-IS-B77W/H-SDE1FGHIJ1J5M1RWY/LD1-FNBJ2250-N0490F360 VBJ DCT VNA UA400 GAPAK AMSOM/N0488F380 OG UR866 BULIS UM372 MAK UR722 MARJA DCT AMSEL DCT IXOLI DCT VATZI-LPPT0732 LPPR-PBN/B1C1D1O1S1 DOF/260331 REG/D2TEK EET/DGAC0134 DRRR0310 SEL/GHJR CODE/0900F1 OPR/TAAG ANGOLA AIRLINES RALT/DXXX GMAD)
Output	 2026-04-01 02:19:17.573	 FF	 341.1775009957.36	 [GQNNFDPB]	 GQNNFDPB	 010219	 DRRRFDPB	 AMH	 /PRMD=DR/ADMD=ICAO/C=XX/;MTCU-DRRR-1-20260401021917Z-0042:previd=341.1775009957.36	 341.1775009957.36	 	  	 FPL	   	   	   	   
Input	 2026-04-01 02:19:17.634	 FF	 341.1775009957.37	 [GQNNZQZX]	 GQNNZQZX	 010219	 DRRRFDPB	  	 LST3602	 341.1775009957.37	 	  	 FPL	   	   	   	 (FPL-DTA650/A5316-IS-B77W/H-SDE1FGHIJ1J5M1RWY/LD1-FNBJ2250-N0490F360 VBJ DCT VNA UA400 GAPAK AMSOM/N0488F380 OG UR866 BULIS UM372 MAK UR722 MARJA DCT AMSEL DCT IXOLI DCT VATZI-LPPT0732 LPPR-PBN/B1C1D1O1S1 DOF/260331 REG/D2TEK EET/DGAC0134 DRRR0310 SEL/GHJR CODE/0900F1 OPR/TAAG ANGOLA AIRLINES RALT/DXXX GMAD)
Output	 2026-04-01 02:19:17.644	 FF	 341.1775009957.37	 [GQNNZQZX]	 GQNNZQZX	 010219	 DRRRFDPB	 AMH	 /PRMD=DR/ADMD=ICAO/C=XX/;MTCU-DRRR-1-20260401021917Z-0043:previd=341.1775009957.37	 341.1775009957.37	 	  	 FPL	   	   	   	   
Input	 2026-04-01 02:19:17.715	 FF	 341.1775009957.38	 [GQNNZIZX]	 GQNNZIZX	 010219	 DRRRFDPB	  	 LST3603	 341.1775009957.38	 	  	 FPL	   	   	   	 (FPL-DTA650/A5316-IS-B77W/H-SDE1FGHIJ1J5M1RWY/LD1-FNBJ2250-N0490F360 VBJ DCT VNA UA400 GAPAK AMSOM/N0488F380 OG UR866 BULIS UM372 MAK UR722 MARJA DCT AMSEL DCT IXOLI DCT VATZI-LPPT0732 LPPR-PBN/B1C1D1O1S1 DOF/260331 REG/D2TEK EET/DGAC0134 DRRR0310 SEL/GHJR CODE/0900F1 OPR/TAAG ANGOLA AIRLINES RALT/DXXX GMAD)
Output	 2026-04-01 02:19:17.726	 FF	 341.1775009957.38	 [GQNNZIZX]	 GQNNZIZX	 010219	 DRRRFDPB	 AMH	 /PRMD=DR/ADMD=ICAO/C=XX/;MTCU-DRRR-1-20260401021917Z-0044:previd=341.1775009957.38	 341.1775009957.38	 	  	 FPL	   	   	   	   
Input	 2026-04-01 02:21:17.049	 FF	 ANA0305	 [DBBBFPLX  DGACFPLX]	 DBBBFPLX	 010221	 OTDFIFPS	  	 ANA0305	 349.1775010077.2	 	  	 FPL	   	   	   	 (FPL-QTR773-IS-A35K/H-SABDE1E3GHIJ1J3J4J5M1P2RWXYZ/LB2D1G1-OTHH0505-N0506F290 DATRI L564 BAT L564 MIGMA T100 GOBRO/N0499F330 L425ITUVO/N0496F340 B400 IMKAD/N0500F340 B400 RIGAM B404 PURKA/N0502F340B404 DEMGO/N0502F340 UB404 HARGA UM216 AXAPO M216 RUDOL UM216 LOV DCTPATAR UL432 NABRO UY288 UNBOL/N0494F360 UY288 DUDVO DCT OVPAP UM216KIN UA613 KSA UT417 EBNON UB535 INALO UT417 TETUX/M085F360 DCT06S005E/M085F380 08S000E 09S005W 13S010W 1330S01230W 14S015W1430S01730W 15S020W 1530S02230W 16S025W 1630S02730W/M085F400 17S030W1800S03230W 19S035W DCT GELAM/M085F400 UZ47 UMREP/N0483F400 UZ47MOLSU UN401 ISTAB/N0489F380 UN401 SIDUR/N0447F320 UZ10ESORU/N0391F220 Z10 EDMUS EDMUS2A-SBGR1457 SBGL-PBN/A1B1C1D1L1O1S2T1 NAV/RNP2 DAT/1FANSE2PDCSUR/RSP180 260B A2 CANMANDATE DOF/260401 REG/A7ANE EET/OEJD0017OOMM0056 OYSC0135 HCSM0223 HAAA0302 HKNA0358 HUEC0419 FZZA0504FCCC0651 FZZA0656 FNAN0710 TETUX0725 DGAC0754 06S005E0803 08S000E0840GOOO0902 09S005W0917 FNAN0943 SBAO1004 1330S01230W1023 14S015W10421430S01730W1102 15S020W1121 1530S02230W1140 16S025W12001630S02730W1219 17S030W1238 1800S03230W1258 19S035W1319 GELAM1327SBCW1357 SBBS1450 SEL/HSAJ CODE/06A121 OPR/QTR ORGN/EDDFQTRX PER/DRALT/HKJK FOOL DIAP SBRF TALT/OERK RMK/TCAS PAX FLIGHT)
Output	 2026-04-01 02:21:17.059	 FF	 349.1775010077.2	 [DGACFPLX]	 DGACFPLX	 010221	 OTDFIFPS	 ACCRA	 NGA332	 349.1775010077.2	 	  	 FPL	   	   	   	   
Output	 2026-04-01 02:21:17.077	 FF	 349.1775010077.2	 [DBBBFPLX]	 DBBBFPLX	 010221	 OTDFIFPS	 AMH	 /PRMD=DR/ADMD=ICAO/C=XX/;MTCU-DRRR-1-20260401022117Z-0001:previd=349.1775010077.2	 349.1775010077.2	 	  	 FPL	   	   	   	   
Input	 2026-04-01 02:22:15.256	 FF	 341.1775010135.4	 [DRRNZTZX  DRZZZQZX  DRRRFDPB  DAAGZTZX  DAATZTZX  DAAAZQZX]	 DRRNZTZX	 010220	 DRRNZPZX	  	 NPC001	 341.1775010135.4	 	  	 FPL	   	   	   	 (FPL-DAH5703-IS-B738/M-SDE1FGHIJ1M1RWY/LB1-DRRN0250-N0402F350 DAMN1E DAMNA UY212 EREBO/N0425F360 UA604 TMS UJ62 NSL DCT TIO UR990 GHA/N0420F370 UM989 BSA UJ66 ALR DCT-DAAT0311 DAOO-PBN/B1C1D1O1S1 DOF/260401 REG/7TVJJ EET/DAAA0105 SEL/DHFP CODE/0A0018 OPR/DAH TALT/DFFD RMK/TCAS EQUIPPED CARGO FLIGHT RVR/175-E/0500 P/TBN R/V S/MD J/F A/GREY/RED/WHITE C/BENMILOUD AMINE)
Output	 2026-04-01 02:22:15.266	 FF	 341.1775010135.4	 [DRRNZTZX]	 DRRNZTZX	 010220	 DRRNZPZX	 TWR	 ZTN050	 341.1775010135.4	 	  	 FPL	   	   	   	   
Output	 2026-04-01 02:22:15.266	 FF	 341.1775010135.4	 [CYSJAENX  DAAGZTZX  DAATZTZX  DAAAZQZX  KIADMHYA]	 CYSJAENX	 010220	 DRRNZPZX	 ALGER	 NAA0478	 341.1775010135.4	 	  	 FPL	   	   	   	   
Output	 2026-04-01 02:22:15.267	 FF	 341.1775010135.4	 [DRRNYDYX  DRRNZPZX]	 DRRNYDYX	 010220	 DRRNZPZX	 ASS_LOCALE	 PNC073	 341.1775010135.4	 	  	 FPL	   	   	   	   
Output	 2026-04-01 02:22:15.269	 FF	 341.1775010135.4	 [DRRNYDYX  DRRNZPZX  DRRRFDPB  DRRRFDPI]	 DRRNYDYX	 010220	 DRRNZPZX	 TOPSKY-ATC	 SLT0299	 341.1775010135.4	 	  	 FPL	   	   	   	   
Output	 2026-04-01 02:22:15.27	 FF	 341.1775010135.4	 [DRRRZQZX]	 DRRRZQZX	 010220	 DRRNZPZX	 CCR_OUEST	 ZQN079	 341.1775010135.4	 	  	 FPL	   	   	   	   
Output	 2026-04-01 02:22:15.295	 FF	 341.1775010135.4	 [DBBBZRZX  DFFDZPCX  DFFDZPZX  DFFDZQZX  DFFDZTZX  DFFFZOUA  DFFFZQZX  DXXXZQZX  GOOVXKXX  FTTTZQZX]	 DBBBZRZX	 010220	 DRRNZPZX	 AMH	 /PRMD=DR/ADMD=ICAO/C=XX/;MTCU-DRRR-1-20260401022215Z-0011:previd=341.1775010135.4	 341.1775010135.4	 	  	 FPL	   	   	   	   
Input	 2026-04-01 02:24:09.527	 FF	 ANA0308	 [DBBBFPLX  DGACFPLX]	 DBBBFPLX	 010223	 EDDFETHX	  	 ANA0308	 349.1775010249.15	 	  	 FPL	   	   	   	 (FPL-ETH507-IS-A359/H-SADE3FGHIJ1J2J3J4J5J7LM1OP1P2P3RUVWXY/LB2D1-SBGR0650-N0497F350 EKOPO1A UREMI UZ42 CXI UL340 ADA UM400 PAMEG/N0490F370 UM400 PABUT/M085F370 UM400 EDVEL/M085F370 DCT 21S035W 2000S03230W 19S030W 1800S02730W 17S025W 1530S02230W 14S020W 1230S01730W 11S015W 1000S01230W 09S010W 07S005W/M085F390 04S000E 02S005E DCT TENTA/N0490F390 UQ360 ILDAN DCT ARDUM UG625 MOROS/N0482F410 UG625 MPK UT139 ASKON L558 DASTU UT139 BRO BRO1A-HAAB1058 HDAM-PBN/A1B1C1D1L1O1S2 SUR/RSP180 DOF/260401 REG/ETAWN EET/SBCW0003 SBAO0057 EDVEL0110 21S035W0121 2000S03230W0138 19S030W0156 1800S02730W0213 17S025W0231 1530S02230W0250 14S020W0310 1230S01730W0330 11S015W0350 1000S01230W0409 GOOO0428 07S005W0507 DGAC0525 04S000E0551 02S005E0632 FCCC0644 FZZA0827 FCCC0838 HSSS0926 HAAA1019 SEL/AQHK CODE/040171 OPR/ETHIOPIAN AIRLINES PER/C RALT/SBGL SBRF DIAP FKKD HUEN RVR/075 RMK/TCAS)
Output	 2026-04-01 02:24:09.534	 FF	 349.1775010249.15	 [DGACFPLX]	 DGACFPLX	 010223	 EDDFETHX	 ACCRA	 NGA337	 349.1775010249.15	 	  	 FPL	   	   	   	   
Output	 2026-04-01 02:24:09.547	 FF	 349.1775010249.15	 [DBBBFPLX]	 DBBBFPLX	 010223	 EDDFETHX	 AMH	 /PRMD=DR/ADMD=ICAO/C=XX/;MTCU-DRRR-1-20260401022409Z-0017:previd=349.1775010249.15	 349.1775010249.15	 	  	 FPL	   	   	   	   
Output	 2026-04-01 02:25:01.992	 FF	 /PRMD=FT/ADMD=ICAO/C=XX/;td-ndj-cn1.1610556-260401.022347	 [DAAGZTZX  DAAGZPZX  DABCZTZX  DABCZPZX  DAAAZQZX]	 DAAGZTZX	 010222	 FTTJZPZX	 ALGER	 NAA0479	 384.1775010301.33	 	  	 FPL	   	   	   	   
Output	 2026-04-01 02:25:01.996	 FF	 /PRMD=FT/ADMD=ICAO/C=XX/;td-ndj-cn1.1610556-260401.022347	 [DRRRFDPI  DRRRFDPB  DRRNYDYX]	 DRRRFDPI	 010222	 FTTJZPZX	 TOPSKY-ATC	 SLT0300	 384.1775010301.40	 	  	 FPL	   	   	   	   
Output	 2026-04-01 02:25:01.996	 FF	 /PRMD=FT/ADMD=ICAO/C=XX/;td-ndj-cn1.1610556-260401.022347	 [DRRNYDYX]	 DRRNYDYX	 010222	 FTTJZPZX	 ASS_LOCALE	 PNC074	 384.1775010301.40	 	  	 FPL	   	   	   	   
Output	 2026-04-01 02:25:03.434	 FF	 /PRMD=FT/ADMD=ICAO/C=XX/;td-ndj-cn1.1610556-260401.022347	 [CYSJAENX  KIADMHYA]	 CYSJAENX	 010222	 FTTJZPZX	 ALGER	 NAA0480	 384.1775010301.40	 	  	 FPL	   	   	   	   
